AFDX_OUTPUT_VL;port2;100;12;;B;BP;4450;VL_GADIRU_1_SERVICE;A&B;32;152;3;1;50456;GADIRS_PORT_OUT_DLCS_ARINC615A_7;SAP;SAP;yes;unicast;10.1.39.1;;50456;;8192
AFDX_OUTPUT_VL;port2;100;12;;B;BP;4450;VL_GADIRU_1_SERVICE;A&B;32;152;3;1;50457;GADIRS_PORT_OUT_DLCS_ARINC615A_8;SAP;SAP;yes;unicast;10.1.39.1;;50457;;8192
AFDX_OUTPUT_VL;port2;100;12;;B;BP;4450;VL_GADIRU_1_SERVICE;A&B;32;152;3;1;50458;GADIRS_PORT_OUT_DLCS_ARINC615A_9;SAP;SAP;yes;unicast;10.1.39.1;;50458;;8192
AFDX_OUTPUT_VL;port2;100;12;;B;BP;4450;VL_GADIRU_1_SERVICE;A&B;32;152;3;1;50459;GADIRS_PORT_OUT_DLCS_ARINC615A_10;SAP;SAP;yes;unicast;10.1.39.1;;50459;;8192
AFDX_OUTPUT_VL;port2;100;12;;B;BP;4450;VL_GADIRU_1_SERVICE;A&B;32;152;3;1;50460;GADIRS_PORT_OUT_DLCS_ARINC615A_11;SAP;SAP;yes;unicast;10.1.39.1;;50460;;8192
AFDX_OUTPUT_VL;port2;100;12;;B;BP;4450;VL_GADIRU_1_SERVICE;A&B;32;152;3;1;50630;GADIRS_PORT_SYS_IDENT_DATA;AFDX communication port;Queuing;yes;unicast;10.1.39.1;10.1.58.1;50630;50630;4096
AFDX_OUTPUT_VL;port2;100;12;;B;BP;4451;VL_GADIRU_1_TESTSCI_NMF;A&B;128;200;2;1;162;GADIRS_PORT_OUT_MESSAGE_TESTSCI_NMF;SAP;SAP;yes;unicast;10.1.39.1;;161;;8192
AFDX_OUTPUT_VL;port2;100;12;;B;BP;4151;VL_S_GADIRU_1_INSTRUM_2;A&B;32;984;1;1;10004;GADIRU_PORT_OUT_INSTRUM_4_MES_BITE;AFDX communication port;Sampling;;unicast;10.1.39.1;10.1.55.1;10004;10004;984
#End;;;;;;;;;;;;;;;;;;;;;;;;
#Begin;;;;;;;;;;;;;;;;;;;;;;;;
#AFDX_OUTPUT_MESSAGE;Application name;Application description;Application type;Associated VL;Associated TX AFDX Port;Message name;Message description;Message ref doc;Message type;Message Protocol type;Message length;Global Spare length;Message Transmission rate;Port Refresh Rate;FDS name;FDS description;FDS length;FDS Spare length;FDS Address in the message;Functional Status name;FS description;FS address in the message;Parameter type;Parameter Local name;Local name Not produced;Local name Refresh Period;Local name Functional Attribute;Local name description;Parameter name;Parameter Keyword;Parameter description;Parameter Ref doc;Signal name;Signal type;Signal description;Signal ref doc;Signal Nb of bit;Signal address;Signal position;Bool True Definition;Bool False Definition;Bool True State;Bool False State;Bool logic;String length;String Format;Enumerate State;Enumerate Associated value;Float Operational min;Float Operational max;Float Operational unit;Float Operational accuracy;Float Coding type;Integer Operational min;Integer Operational max;Integer Operational unit;Integer Operational accuracy;Integer Coding type;Opaque size;Opaque length;Opaque IOM Corresponding Label
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_ALT;;12;8;8;FS_ADR_ALT;;4;Integer;GADIRU_203_STANDARDPRESSUREALTITUDE;no;60;;;GADIRU_203_STANDARDPRESSUREALTITUDE_1;;Standard Altitude  Pressure Altitude 1013.25mbar;;GADIRU_203_STANDARDPRESSUREALTITUDE_SG_1;Integer;;;32;8;;;;;;;;;;;;;;;;-2000;50000;ft;1;BN2;;;
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_ATTITUDE_COR_AOA;;4;0;24;FS_ADR_ATTITUDE_COR_AOA;;6;Float;GADIRU_241_CORRECTED_ANGLE_OF_ATTACK;;60;;;GADIRU_241_CORRECTED_ANGLE_OF_ATTACK_1;;Corrected Angle Of Attack  AOA;;GADIRU_241_CORRECTED_ANGLE_OF_ATTACK_SG_1;Float;;;32;24;;;;;;;;;;;-60;60;deg;0.05;Simple Precision;;;;;;;;
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_ATTITUDE_COR_SSA;;4;0;28;FS_ADR_ATTITUDE_COR_SSA;;7;Float;GADIRU_253_CORRECTED_SIDE_SLIP_ANGLE;;60;;;GADIRU_253_CORRECTED_SIDE_SLIP_ANGLE_1;;Corrected Side Slip Angle  SSA;;GADIRU_253_CORRECTED_SIDE_SLIP_ANGLE_SG_1;Float;;;32;28;;;;;;;;;;;-60;60;deg;0.05;Simple Precision;;;;;;;;
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_ATTITUDE_IND_SSA;;4;0;36;FS_ADR_ATTITUDE_IND_SSA;;32;Float;GADIRU_250_INDICATED_SIDE_SLIP_ANGLE;no;60;;;GADIRU_250_INDICATED_SIDE_SLIP_ANGLE_1;;Indicated Side Slip Angle  SSA;;GADIRU_250_INDICATED_SIDE_SLIP_ANGLE_SG_1;Float;;;32;36;;;;;;;;;;;-60;60;deg;;Simple Precision;;;;;;;;
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DELTA_ISA;;4;0;40;FS_ADR_DELTA_ISA;;33;Float;GADIRU_DELTA_ISA;;120;;;GADIRU_DELTA_ISA_1;;Delta ISA Tmeasured-Tstandard;;GADIRU_DELTA_ISA_SG_1;Float;;;32;40;;;;;;;;;;;-512;512;deg C;0.25;Simple Precision;;;;;;;;
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD1;;4;0;44;FS_ADR_DSCWRD1;;34;Boolean;GADIRU_ADRDSCTWRD1_B13_CRITICALADRFAULT;no;120;;;GADIRU_ADRDSCTWRD1_B13_CRITICALADRFAULT_1;;ADR Fault affecting critical ADR outputs;;GADIRU_ADRDSCTWRD1_B13_CRITICALADRFAULT_SG_1;Boolean;;;1;44;1;Fault;No Fault;1;0;;;;;;;;;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD1;;4;0;44;FS_ADR_DSCWRD1;;34;Boolean;GADIRU_ADRDSCTWRD1_B18_SSAHEAT;no;120;;;GADIRU_ADRDSCTWRD1_B18_SSAHEAT_1;;Status of SSA Heat. Copy from label 270 provided by SSA;;GADIRU_ADRDSCTWRD1_B18_SSAHEAT_SG_1;Boolean;;;1;44;18;Fault;No Fault;1;0;;;;;;;;;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD1;;4;0;44;FS_ADR_DSCWRD1;;34;Boolean;GADIRU_ADRDSCTWRD1_B19_OVERSPEEDWARNING;no;120;;;GADIRU_ADRDSCTWRD1_B19_OVERSPEEDWARNING_1;;Overspeed warning;;GADIRU_ADRDSCTWRD1_B19_OVERSPEEDWARNING_SG_1;Boolean;;;1;44;19;Warn;No Warn;1;0;;;;;;;;;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD1;;4;0;44;FS_ADR_DSCWRD1;;34;Boolean;GADIRU_ADRDSCTWRD1_B22_VMO_MMO_1;no;120;;;GADIRU_ADRDSCTWRD1_B22_VMO_MMO_1_1;;VMO MMO status Bit 1;;GADIRU_ADRDSCTWRD1_B22_VMO_MMO_1_SG_1;Boolean;;;1;44;22;Ground;Open;1;0;;;;;;;;;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD1;;4;0;44;FS_ADR_DSCWRD1;;34;Boolean;GADIRU_ADRDSCTWRD1_B23_VMO_MMO_2;no;120;;;GADIRU_ADRDSCTWRD1_B23_VMO_MMO_2_1;;VMO MMO status Bit 2;;GADIRU_ADRDSCTWRD1_B23_VMO_MMO_2_SG_1;Boolean;;;1;44;23;Ground;Open;1;0;;;;;;;;;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD1;;4;0;44;FS_ADR_DSCWRD1;;34;Boolean;GADIRU_ADRDSCTWRD1_B24_VMO_MMO_3;no;120;;;GADIRU_ADRDSCTWRD1_B24_VMO_MMO_3_1;;VMO MMO status Bit 3;;GADIRU_ADRDSCTWRD1_B24_VMO_MMO_3_SG_1;Boolean;;;1;44;24;Ground;Open;1;0;;;;;;;;;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD1;;4;0;44;FS_ADR_DSCWRD1;;34;Boolean;GADIRU_ADRDSCTWRD1_B25_VMO_MMO_4;no;120;;;GADIRU_ADRDSCTWRD1_B25_VMO_MMO_4_1;;VMO MMO status Bit 4;;GADIRU_ADRDSCTWRD1_B25_VMO_MMO_4_SG_1;Boolean;;;1;44;25;Ground;Open;1;0;;;;;;;;;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD1;;4;0;44;FS_ADR_DSCWRD1;;34;Boolean;GADIRU_ADRDSCTWRD1_B29_ZEROMACHSSEC_SELEC;no;120;;;GADIRU_ADRDSCTWRD1_B29_ZEROMACHSSEC_SELEC_1;;Zero Mach SSEC Selection;;GADIRU_ADRDSCTWRD1_B29_ZEROMACHSSEC_SELEC_SG_1;Boolean;;;1;44;29;Selected;Not Selected;1;0;;;;;;;;;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD3;;4;0;48;FS_ADR_DSCWRD3;;35;Boolean;GADIRU_272_ADRDSCTWRD3_B19_ADRONOFFSTATUS;no;480;;;GADIRU_272_ADRDSCTWRD3_B19_ADRONOFFSTATUS_1;;ADR ON/OFF status;;GADIRU_272_ADRDSCTWRD3_B19_ADRONOFFSTATUS_SG_1;Boolean;;;1;48;1;OFF;ON;1;0;;;;;;;;;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD3;;4;0;48;FS_ADR_DSCWRD3;;35;Boolean;GADIRU_272_ADRDSCTWRD3_B11_SDI_LSB;no;480;;;GADIRU_272_ADRDSCTWRD3_B11_SDI_LSB_1;;Copy of LSB  from Hardware SDI pinprogramming;;GADIRU_272_ADRDSCTWRD3_B11_SDI_LSB_SG_1;Boolean;;;1;48;11;Ground;Open;1;0;;;;;;;;;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD3;;4;0;48;FS_ADR_DSCWRD3;;35;Boolean;GADIRU_272_ADRDSCTWRD3_B12_SDI_MSB;no;480;;;GADIRU_272_ADRDSCTWRD3_B12_SDI_MSB_1;;Copy of MSB  from Hardware SDI pinprogramming;;GADIRU_272_ADRDSCTWRD3_B12_SDI_MSB_SG_1;Boolean;;;1;48;12;Ground;Open;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD3;;4;0;48;FS_ADR_DSCWRD3;;35;Boolean;GADIRU_272_ADRDSCTWRD3_B13_AC_ID_1;no;480;;;GADIRU_272_ADRDSCTWRD3_B13_AC_ID_1_1;;Copy of Aircraft ID hardware pin setting;;GADIRU_272_ADRDSCTWRD3_B13_AC_ID_1_SG_1;Boolean;;;1;48;13;Ground;Open;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD3;;4;0;48;FS_ADR_DSCWRD3;;35;Boolean;GADIRU_272_ADRDSCTWRD3_B14_AC_ID_2;no;480;;;GADIRU_272_ADRDSCTWRD3_B14_AC_ID_2_1;;Copy of Aircraft ID hardware pin setting;;GADIRU_272_ADRDSCTWRD3_B14_AC_ID_2_SG_1;Boolean;;;1;48;14;Ground;Open;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD3;;4;0;48;FS_ADR_DSCWRD3;;35;Boolean;GADIRU_272_ADRDSCTWRD3_B15_AC_ID_4;no;480;;;GADIRU_272_ADRDSCTWRD3_B15_AC_ID_4_1;;Copy of Aircraft ID hardware pin setting;;GADIRU_272_ADRDSCTWRD3_B15_AC_ID_4_SG_1;Boolean;;;1;48;15;Ground;Open;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD3;;4;0;48;FS_ADR_DSCWRD3;;35;Boolean;GADIRU_272_ADRDSCTWRD3_B16_AC_ID_8;no;480;;;GADIRU_272_ADRDSCTWRD3_B16_AC_ID_8_1;;Copy of Aircraft ID hardware pin setting;;GADIRU_272_ADRDSCTWRD3_B16_AC_ID_8_SG_1;Boolean;;;1;48;16;Ground;Open;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD3;;4;0;48;FS_ADR_DSCWRD3;;35;Boolean;GADIRU_272_ADRDSCTWRD3_B17_AC_ID_16;no;480;;;GADIRU_272_ADRDSCTWRD3_B17_AC_ID_16_1;;Copy of Aircraft ID hardware pin setting;;GADIRU_272_ADRDSCTWRD3_B17_AC_ID_16_SG_1;Boolean;;;1;48;17;Ground;Open;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD3;;4;0;48;FS_ADR_DSCWRD3;;35;Boolean;GADIRU_272_ADRDSCTWRD3_B18_AC_ID_32;no;480;;;GADIRU_272_ADRDSCTWRD3_B18_AC_ID_32_1;;Copy of Aircraft ID hardware pin setting;;GADIRU_272_ADRDSCTWRD3_B18_AC_ID_32_SG_1;Boolean;;;1;48;18;Ground;Open;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD3;;4;0;48;FS_ADR_DSCWRD3;;35;Boolean;GADIRU_272_ADRDSCTWRD3_B20_AC_ID_PARITY;no;480;;;GADIRU_272_ADRDSCTWRD3_B20_AC_ID_PARITY_1;;Copy of Aircraft ID parity hardware pin setting;;GADIRU_272_ADRDSCTWRD3_B20_AC_ID_PARITY_SG_1;Boolean;;;1;48;20;Ground;Open;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD3;;4;0;48;FS_ADR_DSCWRD3;;35;Boolean;GADIRU_272_ADRDSCTWRD3_B21_FILTER_SELECT;no;480;;;GADIRU_272_ADRDSCTWRD3_B21_FILTER_SELECT_1;;ADR Filter Select;;GADIRU_272_ADRDSCTWRD3_B21_FILTER_SELECT_SG_1;Boolean;;;1;48;21;Filter;No Filter;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD3;;4;0;48;FS_ADR_DSCWRD3;;35;Boolean;GADIRU_272_ADRDSCTWRD3_B24_IF_TEST;no;480;;;GADIRU_272_ADRDSCTWRD3_B24_IF_TEST_1;;ADR interface Test;;GADIRU_272_ADRDSCTWRD3_B24_IF_TEST_SG_1;Boolean;;;1;48;24;Test;No Test;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD3;;4;0;48;FS_ADR_DSCWRD3;;35;Boolean;GADIRU_272_ADRDSCTWRD3_B25_OFF_CMD;no;480;;;GADIRU_272_ADRDSCTWRD3_B25_OFF_CMD_1;;ADR Off Command;;GADIRU_272_ADRDSCTWRD3_B25_OFF_CMD_SG_1;Boolean;;;1;48;25;Ground;Open;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_DSCWRD3;;4;0;48;FS_ADR_DSCWRD3;;35;Boolean;GADIRU_272_ADRDSCTWRD3_B27_AC_ID_64;no;480;;;GADIRU_272_ADRDSCTWRD3_B27_AC_ID_64_1;;Copy of Aircraft ID hardware pin setting;;GADIRU_272_ADRDSCTWRD3_B27_AC_ID_64_SG_1;Boolean;;;1;48;27;Ground;Open;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B09_1_TP_AGREE;no;480;;;GADIRU_156_ADRMNTWRD7_B09_1_TP_AGREE_1;;ADR Maintenance Word #7 - Total Pressure agreement with FADEC;;GADIRU_156_ADRMNTWRD7_B09_1_TP_AGREE_SG_1;Boolean;;;1;56;1;Agreement;No agreement;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B07_1_TT_AGREE;no;480;;;GADIRU_156_ADRMNTWRD7_B07_1_TT_AGREE_1;;ADR Maintenance Word #7 - Total Temperature agreement with FADEC;;GADIRU_156_ADRMNTWRD7_B07_1_TT_AGREE_SG_1;Boolean;;;1;56;2;Agreement;No agreement;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B08_1_SP_AGREE;no;480;;;GADIRU_156_ADRMNTWRD7_B08_1_SP_AGREE_1;;ADR Maintenance Word #7 - Static Pressure agreement with FADEC;;GADIRU_156_ADRMNTWRD7_B08_1_SP_AGREE_SG_1;Boolean;;;1;56;4;Agreement;No agreement;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B11_CMPSN_GPSVS_QNHTEMP;no;480;;;GADIRU_156_ADRMNTWRD7_B11_CMPSN_GPSVS_QNHTEMP_1;;Error GPS Vertical Speed against Temperature corrected altitude rate;;GADIRU_156_ADRMNTWRD7_B11_CMPSN_GPSVS_QNHTEMP_SG_1;Boolean;;;1;56;11;Fault;No Fault;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B12_LEFT_SP_PROBE_OBSTR;no;480;;;GADIRU_156_ADRMNTWRD7_B12_LEFT_SP_PROBE_OBSTR_1;;Left Static Pressure Probe Obstruction Detection;;GADIRU_156_ADRMNTWRD7_B12_LEFT_SP_PROBE_OBSTR_SG_1;Boolean;;;1;56;12;Fault;No Fault;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B13_RIGHT_SP_PROBE_OBSTR;no;480;;;GADIRU_156_ADRMNTWRD7_B13_RIGHT_SP_PROBE_OBSTR_1;;Right Static Pressure Probe Obstruction Detection;;GADIRU_156_ADRMNTWRD7_B13_RIGHT_SP_PROBE_OBSTR_SG_1;Boolean;;;1;56;13;Fault;No Fault;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B14_CMPSN_SP_GADIRU_EEC;no;480;;;GADIRU_156_ADRMNTWRD7_B14_CMPSN_SP_GADIRU_EEC_1;;Ps GADIRU-EEC Monitor Fault;;GADIRU_156_ADRMNTWRD7_B14_CMPSN_SP_GADIRU_EEC_SG_1;Boolean;;;1;56;14;Fault;No Fault;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B15_CMPSN_TP_GADIRU_EEC;no;480;;;GADIRU_156_ADRMNTWRD7_B15_CMPSN_TP_GADIRU_EEC_1;;Pt GADIRU-EEC Monitor Fault;;GADIRU_156_ADRMNTWRD7_B15_CMPSN_TP_GADIRU_EEC_SG_1;Boolean;;;1;56;15;Fault;No Fault;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B16_CMPSN_ISP_LEFT_RIGHT;no;480;;;GADIRU_156_ADRMNTWRD7_B16_CMPSN_ISP_LEFT_RIGHT_1;;Ps Right ISP Left ISP Monitor Fault;;GADIRU_156_ADRMNTWRD7_B16_CMPSN_ISP_LEFT_RIGHT_SG_1;Boolean;;;1;56;16;Fault;No Fault;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B20_CMPSN_CAS_GADIRU_ISIS;no;480;;;GADIRU_156_ADRMNTWRD7_B20_CMPSN_CAS_GADIRU_ISIS_1;;Fault CAS GADIRU CAS ISIS;;GADIRU_156_ADRMNTWRD7_B20_CMPSN_CAS_GADIRU_ISIS_SG_1;Boolean;;;1;56;20;Fault;No Fault;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B21_CMPSN_ALT_GADIRU_ISIS;no;480;;;GADIRU_156_ADRMNTWRD7_B21_CMPSN_ALT_GADIRU_ISIS_1;;Fault: Standard Altitude GADIRU Standard Altitude ISIS;;GADIRU_156_ADRMNTWRD7_B21_CMPSN_ALT_GADIRU_ISIS_SG_1;Boolean;;;1;56;21;Fault;No Fault;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B22_BIRDSTRIKEMONITOR;no;480;;;GADIRU_156_ADRMNTWRD7_B22_BIRDSTRIKEMONITOR_1;;Bird Strike Monitoring;;GADIRU_156_ADRMNTWRD7_B22_BIRDSTRIKEMONITOR_SG_1;Boolean;;;1;56;22;Fault;No Fault;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B23_CORR_GEAR;no;480;;;GADIRU_156_ADRMNTWRD7_B23_CORR_GEAR_1;;Gear Effect Correction;;GADIRU_156_ADRMNTWRD7_B23_CORR_GEAR_SG_1;Boolean;;;1;56;23;Applied;Not Applied;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B24_CORR_GROUND;no;480;;;GADIRU_156_ADRMNTWRD7_B24_CORR_GROUND_1;;Ground Effect Correction;;GADIRU_156_ADRMNTWRD7_B24_CORR_GROUND_SG_1;Boolean;;;1;56;24;Applied;Not Applied;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B25_CORR_REVERSE;no;480;;;GADIRU_156_ADRMNTWRD7_B25_CORR_REVERSE_1;;Reverse Effection Correction;;GADIRU_156_ADRMNTWRD7_B25_CORR_REVERSE_SG_1;Boolean;;;1;56;25;Applied;Not Applied;1;0
AFDX_OUTPUT_MESSAGE;ADR_1;;Application;VL_GADIRU_1_ADR;8720;GADIRS_MESSAGE_ADR_1;;;non protocol based data;;312;40;60;60;ADR_MONITOR;;4;0;56;FS_ADR_MONITOR;;52;Boolean;GADIRU_156_ADRMNTWRD7_B26_ADR_MONITOR;no;480;;;GADIRU_156_ADRMNTWRD7_B26_ADR_MONITOR_1;;ADR Monitoring;;GADIRU_156_ADRMNTWRD7_B26_ADR_MONITOR_SG_1;Boolean;;;1;56;26;Fault;No Fault;1;0
